name,city,tagline,description,word_count,char_count
Hired,Atlanta,Scout Mob Meets Monster,Hired Inc is where Scout Mob Meets Monster. Hired Inc allows users to sign up for job postings for their location. Job listings only stay on the site for a limited number of days. Everyday new jobs are posted to the web site and registered users are notified by ...,4,23
MonthlyStash,Atlanta,Dollar Shave Club Meets Marijuana,"MonthlyStash is a monthly subscription service that discreetly delivers traditional smoking supplies (papers, wraps, lighters, incense, etc.) each month. Our mission is to allow our users to enjoy their hobby or medicine without compromising their privacy. We believe ...",5,33
stackfolio,Atlanta,Data Analytics and Marketplace for Bank to Bank Transactions,stealth,9,60
Fuego Fino,Atlanta,Tequila Mas Suave y Fino,"We are importers of exotic alcoholic beverages. Our principle product is an ultra-premium brand of tequila, that couples eye catching packaging with that of a product that is of exceptional high quality. We are triple distilled producers, in a market that is saturated ...",5,24
GoExcursion,Atlanta,International marketplace for tours and activities.,"According to PhoCusWright Inc., world tours and activities marketplace size estimated at approximately $90 billions: USA - $33 billion, Europe - $51 billion. Our goal is to build unique sales and marketing platform for the travel activities and local attractions. ...",6,51
Generation Orbit Launch Services,Atlanta,"Fast, Flexible, and Dedicated Small Satellite Launch","GOLauncher is an air-launched system specifically designed for small payloads, enabling satellite developers and suborbital researchers to design small spacecraft and experiments to their full potential by offering fast, flexible, and dedicated space transportation ...",7,52
NextInput,Atlanta,Next Generation of Touch Interfaces,"NextInput has developed the next-generation of Touch Interfaces, called ForceTouch designed for the mobile and tablet markets.  This increases the functionality by provideda both an X by Y navigation and adds a Z dimension, pressure, to create a three-dimensional ...",5,35
Blackwire,Atlanta,Financials as a Service [FaaS] - A development platform for the financial industry,als as a Service [FaaS] - A development platform for the financial industry,13,82
Rekure,Atlanta,Reinventing Sneaker Transactions,"Rekure, a mobile platform that allows sneaker enthusiast to identify, organize, and purchase the sneakers they love. Users will use Rekure as a purchasing and social exchange tool to get connected to the sneakers they love. Rekure will cut out all of the endless ...",3,32
dcBLOX Inc.,Atlanta,Data Center in a box,"ty warehouse space with power and fiber access, and in as little as 4 months, we convert it to a data center. At half ...",5,20
BEe: The Future of Shipping,Atlanta,Inspiring global self-empowerment through technology,"Logistical efficiency is key to economic prosperity but relies heavily on vast, well-developed, modern road systems.  Unfortunately, due to the massive investment necessary to build and maintain it, this vital transportation infrastructure is highly inadequate ...",5,52
Poll Position,Atlanta,"News, market reserach, and social media company that engages, enlightens, and entertains.","Engage the masses with exclusive news-making, buzz-generating public opinion polls, giving everyone ...",12,89
BION,Atlanta,Track any file any where,"BION is a cloud-based, SaaS patent-pending SmartFile Reporting technology. With a single mouse-click, a user can make any computer file, a SmartFile.  When opened or viewed, a SmartFile reports back to the user, invisibly confirmation that the document has been ...",5,24
Muber,Atlanta,Airbnb for package delivery,"Muber is a peer-to-peer package delivery marketplace that matches people who want to get stuff to travelers who can buy and deliver it. Whether its your preferred wine from Paris, anime costume from Japan, or an exotic item from South America, Muber connects people ...",4,27
South-Pak,Atlanta,Manufacturer of Custom Protective Cases,"custom container construction for sales, travel, transport, and protective purposes. Our packaging solutions center around ...",5,39
Reblogr,Atlanta,Reblogging for Any Platform,Reblogr lets bloggers publish more efficiently by connecting their content discovery readers directly to their publishing platforms. Automate link dumps and convert found content at a single click.,4,27
Mirsani,Atlanta,Disruptively priced LPR (license plate recognition),- Free app for consumers who can get rewards up to $1 million ...,6,51
Wayword,Atlanta,Social Event Planning,"event is nice and simple. Describe, tailor, and share. Voila - emails to ...",3,21
Whack-A-Deal,Atlanta,One Deal A Day is Stupid,"Focuses around ""deal drops"" as opposed to the standard ""deal per day"" model.  Currently dropping deals in Atlanta, LA, and online.",6,24
EventFeed.us,Atlanta,"High-quality events created by establishments, curated by users",EventFeed.us is a platform that allows venues across cities to advertise their events to consumers and control their web presence and marketing efforts. Events are created by establishments and curated by users according to their preferences. Events will also be ...,8,63
2 People Meet,Atlanta,It's Yelp meets OKCupid. Find a place. Then find a date!,"The concept is focus on creating a date at a place or event. You search the site for a place, event, or date. Similar to how you would search a place on Yelp. Once you find a place you propose a date. You become part of a list of people looking for a date at, for ...",11,56
Woblet,Atlanta,"Gamified, big-data loyalty app.","Woblet is an app that gamifies customer discounts and loyalty at the very best restaurants, retailers, and grocery stores. We collect massive amounts of consumer demographic and transaction data, which is used to send targeted, time-sensitive communications directly ...",4,31
CallRail,Atlanta,Call Tracking & Analytics,CallRail helps companies of all sizes understand which marketing sources are driving phone calls -- online and offline.,4,25
Equities Lab,Atlanta,Next Generation Stock Market Analytical Tool,"Equities Lab is an investor's dream. Flexible screening, back-testing, charting, trading rules - quantitative or fundamental - If you can dream it up, you can test whether the idea in your head would have really worked or really tanked. Keep the science, get rid ...",6,44
Mixee,Atlanta,Parental Consent as a Service,"Mixee is Parental Consent as a Service. It was built specifically for web developers creating COPPA-regulated sites aimed at the under-13 market. It's integrated into a site's signup process, and manages the capture and storage of the child's PII. Our member sites ...",5,29
