Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date,Acquisition_Cost_Num,Duration_Days,Month,Quarter,CTR
149,NexGen Systems,Display,Men 18-24,45 days,Instagram,0.06,"$10,772.00",2.94,Chicago,English,165,1496,6,Health & Wellness,2021-05-29,10772.0,45.0,5,2,11.0294
150,TechCorp,Search,Women 35-44,60 days,Instagram,0.14,"$6,896.00",2.15,Houston,German,693,1290,1,Foodies,2021-05-30,6896.0,60.0,5,2,53.7209
151,NexGen Systems,Search,Men 18-24,60 days,Facebook,0.13,"$13,318.00",2.98,New York,German,261,1415,6,Foodies,2021-05-31,13318.0,60.0,5,2,18.4452
152,TechCorp,Influencer,Women 35-44,60 days,Website,0.06,"$7,031.00",5.67,Houston,French,404,8033,6,Tech Enthusiasts,2021-06-01,7031.0,60.0,6,2,5.0293
153,Alpha Innovations,Display,Women 35-44,15 days,Instagram,0.06,"$5,466.00",2.66,Houston,English,257,5756,2,Tech Enthusiasts,2021-06-02,5466.0,15.0,6,2,4.4649
154,Innovate Industries,Influencer,All Ages,30 days,Instagram,0.11,"$15,303.00",7.41,Chicago,Spanish,901,8712,2,Foodies,2021-06-03,15303.0,30.0,6,2,10.3421
155,TechCorp,Social Media,Women 35-44,30 days,Instagram,0.13,"$13,157.00",4.41,New York,German,724,9573,6,Fashionistas,2021-06-04,13157.0,30.0,6,2,7.5629
156,Innovate Industries,Influencer,All Ages,15 days,Instagram,0.07,"$13,197.00",3.31,Los Angeles,French,672,8765,9,Tech Enthusiasts,2021-06-05,13197.0,15.0,6,2,7.6669
157,Alpha Innovations,Display,Men 25-34,30 days,Facebook,0.09,"$19,723.00",4.74,Houston,Mandarin,148,2746,8,Outdoor Adventurers,2021-06-06,19723.0,30.0,6,2,5.3897
158,NexGen Systems,Display,Men 18-24,60 days,Google Ads,0.12,"$18,903.00",7.24,Miami,French,488,4253,1,Tech Enthusiasts,2021-06-07,18903.0,60.0,6,2,11.4743
159,Alpha Innovations,Display,Women 35-44,60 days,Website,0.06,"$17,737.00",4.23,Houston,Spanish,420,8196,4,Foodies,2021-06-08,17737.0,60.0,6,2,5.1245
160,DataTech Solutions,Social Media,Women 25-34,30 days,Instagram,0.08,"$16,981.00",5.74,Miami,French,395,7469,6,Foodies,2021-06-09,16981.0,30.0,6,2,5.2885
161,TechCorp,Search,All Ages,45 days,Website,0.05,"$15,993.00",6.55,Miami,English,616,9536,8,Fashionistas,2021-06-10,15993.0,45.0,6,2,6.4597
162,DataTech Solutions,Social Media,Men 18-24,30 days,Youtube,0.07,"$7,893.00",5.28,Chicago,German,170,6306,9,Foodies,2021-06-11,7893.0,30.0,6,2,2.6958
163,TechCorp,Email,Women 25-34,15 days,Google Ads,0.04,"$9,858.00",3.09,Los Angeles,Spanish,957,4396,9,Tech Enthusiasts,2021-06-12,9858.0,15.0,6,2,21.7698
164,NexGen Systems,Influencer,Women 35-44,30 days,Email,0.09,"$6,885.00",7.65,Houston,Spanish,872,3269,1,Tech Enthusiasts,2021-06-13,6885.0,30.0,6,2,26.6748
165,TechCorp,Email,Men 25-34,30 days,Email,0.07,"$11,587.00",3.17,Houston,English,716,2676,9,Foodies,2021-06-14,11587.0,30.0,6,2,26.7564
166,NexGen Systems,Email,All Ages,30 days,Facebook,0.15,"$5,202.00",5.94,New York,German,998,5108,3,Fashionistas,2021-06-15,5202.0,30.0,6,2,19.538
167,Innovate Industries,Search,Men 18-24,15 days,Instagram,0.08,"$15,651.00",7.24,Los Angeles,English,481,4165,7,Tech Enthusiasts,2021-06-16,15651.0,15.0,6,2,11.5486
168,NexGen Systems,Display,All Ages,30 days,Website,0.12,"$11,879.00",8.0,New York,Spanish,568,4997,6,Outdoor Adventurers,2021-06-17,11879.0,30.0,6,2,11.3668
169,TechCorp,Influencer,Women 25-34,60 days,Email,0.03,"$12,183.00",4.36,Los Angeles,English,421,6087,10,Tech Enthusiasts,2021-06-18,12183.0,60.0,6,2,6.9164
170,TechCorp,Search,All Ages,30 days,Google Ads,0.07,"$10,690.00",5.41,Los Angeles,English,797,1306,9,Foodies,2021-06-19,10690.0,30.0,6,2,61.026
171,TechCorp,Social Media,Men 25-34,30 days,Website,0.06,"$12,886.00",4.62,Miami,Mandarin,668,2507,8,Foodies,2021-06-20,12886.0,30.0,6,2,26.6454
172,Innovate Industries,Influencer,Men 25-34,15 days,Google Ads,0.09,"$10,854.00",6.1,Houston,English,303,9453,2,Health & Wellness,2021-06-21,10854.0,15.0,6,2,3.2053
173,DataTech Solutions,Influencer,All Ages,15 days,Youtube,0.11,"$7,170.00",3.76,Los Angeles,German,540,6422,8,Foodies,2021-06-22,7170.0,15.0,6,2,8.4086
174,Innovate Industries,Display,Men 25-34,45 days,Google Ads,0.15,"$17,414.00",6.9,Los Angeles,French,801,8439,5,Foodies,2021-06-23,17414.0,45.0,6,2,9.4916
175,Innovate Industries,Search,Men 18-24,15 days,Instagram,0.1,"$12,272.00",5.29,Los Angeles,French,436,7817,7,Outdoor Adventurers,2021-06-24,12272.0,15.0,6,2,5.5776
176,Innovate Industries,Social Media,All Ages,15 days,Website,0.09,"$6,489.00",2.22,Chicago,English,683,9143,6,Foodies,2021-06-25,6489.0,15.0,6,2,7.4702
177,Innovate Industries,Display,Women 35-44,60 days,Youtube,0.08,"$19,732.00",6.06,Chicago,English,862,6773,1,Tech Enthusiasts,2021-06-26,19732.0,60.0,6,2,12.727
178,Alpha Innovations,Social Media,All Ages,45 days,Youtube,0.09,"$17,837.00",3.84,Houston,English,944,9536,6,Foodies,2021-06-27,17837.0,45.0,6,2,9.8993
179,Innovate Industries,Display,All Ages,45 days,Email,0.13,"$11,954.00",4.91,Miami,Mandarin,241,9184,8,Foodies,2021-06-28,11954.0,45.0,6,2,2.6241
180,Alpha Innovations,Display,Women 35-44,30 days,Google Ads,0.01,"$16,862.00",6.29,Chicago,Spanish,200,1513,9,Tech Enthusiasts,2021-06-29,16862.0,30.0,6,2,13.2188
181,TechCorp,Display,All Ages,45 days,Email,0.07,"$8,076.00",4.29,New York,Mandarin,883,3400,8,Fashionistas,2021-06-30,8076.0,45.0,6,2,25.9706
182,DataTech Solutions,Influencer,Women 35-44,15 days,Facebook,0.06,"$19,143.00",2.58,Los Angeles,Spanish,690,1087,7,Tech Enthusiasts,2021-07-01,19143.0,15.0,7,3,63.4775
183,TechCorp,Influencer,Women 35-44,15 days,Instagram,0.06,"$18,350.00",3.2,New York,Spanish,372,3266,4,Health & Wellness,2021-07-02,18350.0,15.0,7,3,11.3901
184,DataTech Solutions,Social Media,Men 18-24,45 days,Email,0.06,"$12,315.00",3.97,Chicago,Spanish,505,4099,7,Fashionistas,2021-07-03,12315.0,45.0,7,3,12.3201
185,NexGen Systems,Influencer,Men 25-34,15 days,Instagram,0.14,"$17,598.00",7.27,Chicago,Mandarin,961,8475,7,Outdoor Adventurers,2021-07-04,17598.0,15.0,7,3,11.3392
186,TechCorp,Email,Women 35-44,30 days,Instagram,0.05,"$19,545.00",2.57,Houston,German,209,1917,1,Health & Wellness,2021-07-05,19545.0,30.0,7,3,10.9025
187,NexGen Systems,Email,Men 25-34,60 days,Email,0.13,"$14,231.00",6.28,Chicago,Mandarin,312,8509,3,Health & Wellness,2021-07-06,14231.0,60.0,7,3,3.6667
188,Alpha Innovations,Influencer,Women 25-34,30 days,Instagram,0.11,"$15,162.00",7.8,Chicago,German,360,6030,8,Tech Enthusiasts,2021-07-07,15162.0,30.0,7,3,5.9701
189,DataTech Solutions,Social Media,Women 25-34,15 days,Email,0.12,"$15,403.00",6.21,Houston,English,542,6792,6,Foodies,2021-07-08,15403.0,15.0,7,3,7.98
190,Innovate Industries,Influencer,All Ages,15 days,Email,0.06,"$5,363.00",5.46,Chicago,German,369,8511,8,Tech Enthusiasts,2021-07-09,5363.0,15.0,7,3,4.3356
191,DataTech Solutions,Social Media,Women 35-44,60 days,Website,0.12,"$13,903.00",2.46,Chicago,German,461,9733,9,Tech Enthusiasts,2021-07-10,13903.0,60.0,7,3,4.7365
192,TechCorp,Influencer,Men 25-34,45 days,Facebook,0.12,"$14,271.00",5.64,New York,Mandarin,842,2301,1,Health & Wellness,2021-07-11,14271.0,45.0,7,3,36.5928
193,DataTech Solutions,Social Media,Men 25-34,30 days,Google Ads,0.05,"$13,744.00",4.7,Miami,German,743,5155,5,Fashionistas,2021-07-12,13744.0,30.0,7,3,14.4132
194,NexGen Systems,Email,All Ages,15 days,Google Ads,0.1,"$6,093.00",4.28,New York,Mandarin,423,1340,7,Foodies,2021-07-13,6093.0,15.0,7,3,31.5672
195,DataTech Solutions,Email,All Ages,45 days,Email,0.07,"$5,272.00",3.62,Chicago,Spanish,939,9590,9,Foodies,2021-07-14,5272.0,45.0,7,3,9.7914
196,DataTech Solutions,Display,Women 35-44,30 days,Youtube,0.02,"$6,208.00",7.31,Houston,Mandarin,257,9939,8,Health & Wellness,2021-07-15,6208.0,30.0,7,3,2.5858
197,Innovate Industries,Influencer,Women 25-34,45 days,Email,0.1,"$15,437.00",3.72,Los Angeles,English,683,4212,6,Tech Enthusiasts,2021-07-16,15437.0,45.0,7,3,16.2156
198,DataTech Solutions,Display,Men 18-24,15 days,Instagram,0.01,"$16,368.00",4.37,Los Angeles,Mandarin,433,8942,5,Tech Enthusiasts,2021-07-17,16368.0,15.0,7,3,4.8423
199,Innovate Industries,Influencer,Men 18-24,45 days,Email,0.14,"$10,939.00",4.79,Miami,Spanish,146,1404,3,Outdoor Adventurers,2021-07-18,10939.0,45.0,7,3,10.3989
200,TechCorp,Influencer,Men 25-34,30 days,Google Ads,0.02,"$16,312.00",2.63,Chicago,English,117,4406,7,Outdoor Adventurers,2021-07-19,16312.0,30.0,7,3,2.6555
201,Innovate Industries,Search,Women 35-44,60 days,Facebook,0.09,"$9,518.00",4.22,Houston,German,324,8445,6,Tech Enthusiasts,2021-07-20,9518.0,60.0,7,3,3.8366
202,DataTech Solutions,Influencer,Women 35-44,45 days,Instagram,0.13,"$16,258.00",5.83,Chicago,French,317,2305,10,Foodies,2021-07-21,16258.0,45.0,7,3,13.7527
203,DataTech Solutions,Display,All Ages,30 days,Email,0.1,"$7,176.00",7.27,Los Angeles,Spanish,472,7157,10,Tech Enthusiasts,2021-07-22,7176.0,30.0,7,3,6.5949
204,TechCorp,Influencer,Men 18-24,45 days,Google Ads,0.15,"$14,405.00",7.51,Los Angeles,French,896,7502,9,Foodies,2021-07-23,14405.0,45.0,7,3,11.9435
205,DataTech Solutions,Influencer,Women 35-44,45 days,Email,0.11,"$13,293.00",7.49,Chicago,Mandarin,132,1159,10,Foodies,2021-07-24,13293.0,45.0,7,3,11.3891
206,Innovate Industries,Email,Men 18-24,15 days,Website,0.12,"$14,318.00",3.69,Miami,Spanish,210,2135,3,Tech Enthusiasts,2021-07-25,14318.0,15.0,7,3,9.8361
207,TechCorp,Social Media,Women 25-34,60 days,Instagram,0.05,"$8,772.00",6.29,New York,English,209,6176,6,Health & Wellness,2021-07-26,8772.0,60.0,7,3,3.3841
208,DataTech Solutions,Display,Women 25-34,45 days,Google Ads,0.11,"$12,864.00",2.87,Los Angeles,English,280,2676,7,Health & Wellness,2021-07-27,12864.0,45.0,7,3,10.4634
209,NexGen Systems,Display,All Ages,15 days,Google Ads,0.11,"$17,562.00",3.66,Chicago,English,308,6903,7,Health & Wellness,2021-07-28,17562.0,15.0,7,3,4.4618
210,Innovate Industries,Display,All Ages,45 days,Email,0.08,"$17,461.00",2.81,Los Angeles,Mandarin,554,8096,10,Health & Wellness,2021-07-29,17461.0,45.0,7,3,6.8429
211,DataTech Solutions,Search,Women 35-44,30 days,Website,0.08,"$19,366.00",7.94,Chicago,Spanish,868,8919,10,Health & Wellness,2021-07-30,19366.0,30.0,7,3,9.732
212,NexGen Systems,Social Media,All Ages,30 days,Instagram,0.02,"$6,907.00",2.39,Houston,French,376,1503,5,Foodies,2021-07-31,6907.0,30.0,7,3,25.0166
213,DataTech Solutions,Social Media,Women 25-34,45 days,Email,0.15,"$16,540.00",2.72,Houston,Mandarin,264,3516,2,Foodies,2021-08-01,16540.0,45.0,8,3,7.5085
214,TechCorp,Display,All Ages,60 days,Email,0.05,"$5,020.00",7.67,Chicago,Spanish,773,3130,5,Health & Wellness,2021-08-02,5020.0,60.0,8,3,24.6965
215,Alpha Innovations,Influencer,Women 25-34,45 days,Youtube,0.06,"$13,697.00",2.79,Los Angeles,Spanish,999,2557,3,Health & Wellness,2021-08-03,13697.0,45.0,8,3,39.0692
216,Alpha Innovations,Social Media,Women 25-34,30 days,Email,0.14,"$19,308.00",4.39,New York,Mandarin,726,6296,5,Health & Wellness,2021-08-04,19308.0,30.0,8,3,11.5311
217,NexGen Systems,Search,Women 35-44,30 days,Google Ads,0.11,"$13,185.00",6.06,Houston,English,614,9971,10,Fashionistas,2021-08-05,13185.0,30.0,8,3,6.1579
218,DataTech Solutions,Email,Men 18-24,15 days,Instagram,0.05,"$15,880.00",5.85,Los Angeles,Spanish,967,9549,5,Tech Enthusiasts,2021-08-06,15880.0,15.0,8,3,10.1267
219,TechCorp,Search,Women 25-34,15 days,Email,0.08,"$13,524.00",3.91,Los Angeles,Spanish,167,9596,10,Foodies,2021-08-07,13524.0,15.0,8,3,1.7403
220,Innovate Industries,Influencer,All Ages,15 days,Email,0.03,"$10,536.00",8.0,New York,Mandarin,924,3584,10,Fashionistas,2021-08-08,10536.0,15.0,8,3,25.7812
221,Alpha Innovations,Email,Men 18-24,15 days,Email,0.02,"$5,941.00",6.73,Miami,French,715,8580,2,Tech Enthusiasts,2021-08-09,5941.0,15.0,8,3,8.3333
222,Alpha Innovations,Email,Men 25-34,15 days,Instagram,0.09,"$12,239.00",2.98,Los Angeles,Mandarin,198,8847,2,Foodies,2021-08-10,12239.0,15.0,8,3,2.238
223,DataTech Solutions,Search,Women 25-34,30 days,Facebook,0.04,"$11,973.00",5.36,Los Angeles,Spanish,240,5611,6,Fashionistas,2021-08-11,11973.0,30.0,8,3,4.2773
224,TechCorp,Display,Women 35-44,15 days,Google Ads,0.1,"$5,697.00",7.76,Miami,German,285,3131,1,Foodies,2021-08-12,5697.0,15.0,8,3,9.1025
225,DataTech Solutions,Email,Men 25-34,30 days,Instagram,0.12,"$6,388.00",6.8,Houston,English,159,4073,7,Outdoor Adventurers,2021-08-13,6388.0,30.0,8,3,3.9038
226,NexGen Systems,Influencer,Women 35-44,60 days,Facebook,0.15,"$10,330.00",2.83,Houston,French,153,5056,1,Foodies,2021-08-14,10330.0,60.0,8,3,3.0261
227,Innovate Industries,Email,Men 18-24,45 days,Instagram,0.08,"$5,429.00",6.93,Los Angeles,English,423,7289,1,Foodies,2021-08-15,5429.0,45.0,8,3,5.8033
228,TechCorp,Influencer,Men 25-34,45 days,Google Ads,0.15,"$16,318.00",5.39,Chicago,German,660,1268,1,Health & Wellness,2021-08-16,16318.0,45.0,8,3,52.0505
229,Innovate Industries,Search,Men 25-34,60 days,Website,0.08,"$10,475.00",6.46,Los Angeles,Mandarin,111,8357,6,Tech Enthusiasts,2021-08-17,10475.0,60.0,8,3,1.3282
230,Alpha Innovations,Search,Women 35-44,30 days,Instagram,0.02,"$14,610.00",5.38,Los Angeles,French,820,5111,4,Fashionistas,2021-08-18,14610.0,30.0,8,3,16.0438
231,DataTech Solutions,Email,Women 35-44,15 days,Facebook,0.1,"$9,636.00",5.08,New York,German,935,6946,2,Fashionistas,2021-08-19,9636.0,15.0,8,3,13.461
232,NexGen Systems,Email,Women 25-34,60 days,Google Ads,0.05,"$11,450.00",2.89,New York,Spanish,685,7667,6,Fashionistas,2021-08-20,11450.0,60.0,8,3,8.9344
233,DataTech Solutions,Email,Women 35-44,60 days,Facebook,0.02,"$14,372.00",4.26,Houston,Spanish,703,6178,2,Tech Enthusiasts,2021-08-21,14372.0,60.0,8,3,11.3791
234,Innovate Industries,Search,Men 25-34,60 days,Website,0.04,"$15,105.00",5.61,Chicago,German,366,8306,1,Fashionistas,2021-08-22,15105.0,60.0,8,3,4.4065
235,Alpha Innovations,Display,Men 25-34,15 days,Facebook,0.07,"$10,319.00",7.47,Chicago,German,409,4851,6,Outdoor Adventurers,2021-08-23,10319.0,15.0,8,3,8.4313
236,TechCorp,Search,Women 25-34,45 days,Google Ads,0.04,"$5,220.00",4.79,New York,French,662,8586,2,Fashionistas,2021-08-24,5220.0,45.0,8,3,7.7102
237,NexGen Systems,Search,Men 18-24,30 days,Email,0.14,"$15,820.00",5.12,Chicago,German,240,6283,9,Health & Wellness,2021-08-25,15820.0,30.0,8,3,3.8198
238,Innovate Industries,Display,Men 18-24,60 days,Website,0.01,"$18,076.00",3.13,New York,English,320,5064,6,Fashionistas,2021-08-26,18076.0,60.0,8,3,6.3191
239,Innovate Industries,Social Media,Women 25-34,60 days,Email,0.08,"$18,074.00",5.99,Chicago,German,587,4909,5,Outdoor Adventurers,2021-08-27,18074.0,60.0,8,3,11.9576
240,Alpha Innovations,Email,Women 35-44,60 days,Google Ads,0.1,"$6,676.00",5.75,Los Angeles,Spanish,119,6702,7,Tech Enthusiasts,2021-08-28,6676.0,60.0,8,3,1.7756
241,Innovate Industries,Display,Women 25-34,45 days,Email,0.06,"$19,928.00",4.24,Miami,French,116,3794,4,Foodies,2021-08-29,19928.0,45.0,8,3,3.0575
242,NexGen Systems,Search,Women 25-34,60 days,Google Ads,0.11,"$14,322.00",5.66,New York,Spanish,872,8759,2,Fashionistas,2021-08-30,14322.0,60.0,8,3,9.9555
243,Alpha Innovations,Influencer,Men 18-24,60 days,Website,0.1,"$19,463.00",3.02,Miami,Mandarin,970,8060,3,Tech Enthusiasts,2021-08-31,19463.0,60.0,8,3,12.0347
244,Alpha Innovations,Influencer,Men 25-34,45 days,Google Ads,0.13,"$12,616.00",5.23,New York,German,864,1054,6,Fashionistas,2021-09-01,12616.0,45.0,9,3,81.9734
245,DataTech Solutions,Influencer,Women 25-34,30 days,Website,0.12,"$14,856.00",2.05,Chicago,Mandarin,597,2672,3,Fashionistas,2021-09-02,14856.0,30.0,9,3,22.3428
246,DataTech Solutions,Display,Men 18-24,15 days,Instagram,0.14,"$19,347.00",3.49,Houston,French,993,5113,2,Tech Enthusiasts,2021-09-03,19347.0,15.0,9,3,19.4211
247,DataTech Solutions,Social Media,Men 25-34,15 days,Google Ads,0.15,"$14,124.00",6.53,New York,Spanish,967,4832,8,Health & Wellness,2021-09-04,14124.0,15.0,9,3,20.0124
248,DataTech Solutions,Social Media,Women 25-34,45 days,Google Ads,0.15,"$9,761.00",3.26,Chicago,Mandarin,350,4327,10,Outdoor Adventurers,2021-09-05,9761.0,45.0,9,3,8.0887
249,DataTech Solutions,Social Media,Women 35-44,30 days,Google Ads,0.1,"$5,575.00",3.42,Houston,English,324,2310,6,Foodies,2021-09-06,5575.0,30.0,9,3,14.026
250,Alpha Innovations,Display,All Ages,15 days,Email,0.13,"$15,120.00",5.25,Chicago,Mandarin,897,1928,7,Fashionistas,2021-09-07,15120.0,15.0,9,3,46.5249
251,Innovate Industries,Display,Women 25-34,45 days,Website,0.1,"$16,108.00",2.15,New York,French,162,7983,7,Fashionistas,2021-09-08,16108.0,45.0,9,3,2.0293
252,Innovate Industries,Display,Men 18-24,60 days,Email,0.03,"$6,459.00",5.33,Houston,Mandarin,949,7441,4,Outdoor Adventurers,2021-09-09,6459.0,60.0,9,3,12.7537
253,Alpha Innovations,Search,All Ages,30 days,Email,0.08,"$16,937.00",4.24,Houston,French,154,7455,9,Tech Enthusiasts,2021-09-10,16937.0,30.0,9,3,2.0657
254,Innovate Industries,Influencer,Women 35-44,60 days,Facebook,0.07,"$11,092.00",4.55,Los Angeles,English,735,7035,7,Foodies,2021-09-11,11092.0,60.0,9,3,10.4478
255,Innovate Industries,Social Media,Women 35-44,30 days,Facebook,0.05,"$6,772.00",5.55,New York,Spanish,341,9370,2,Fashionistas,2021-09-12,6772.0,30.0,9,3,3.6393
256,NexGen Systems,Influencer,Men 25-34,30 days,Youtube,0.08,"$7,331.00",2.27,Miami,Spanish,222,7421,7,Health & Wellness,2021-09-13,7331.0,30.0,9,3,2.9915
257,Innovate Industries,Display,Men 25-34,45 days,Youtube,0.02,"$16,189.00",6.92,New York,German,841,9783,7,Foodies,2021-09-14,16189.0,45.0,9,3,8.5965
258,Innovate Industries,Display,Women 35-44,30 days,Instagram,0.06,"$11,003.00",7.63,Miami,Mandarin,986,6349,3,Fashionistas,2021-09-15,11003.0,30.0,9,3,15.53
259,NexGen Systems,Social Media,Men 25-34,15 days,Google Ads,0.07,"$7,726.00",7.64,Houston,German,314,4021,4,Tech Enthusiasts,2021-09-16,7726.0,15.0,9,3,7.809
260,Innovate Industries,Search,Men 25-34,30 days,Website,0.03,"$15,424.00",2.56,New York,English,838,9611,6,Tech Enthusiasts,2021-09-17,15424.0,30.0,9,3,8.7192
261,Alpha Innovations,Display,Men 18-24,45 days,Instagram,0.04,"$13,154.00",5.69,Chicago,Spanish,394,7139,2,Health & Wellness,2021-09-18,13154.0,45.0,9,3,5.519
262,Alpha Innovations,Email,Men 18-24,60 days,Google Ads,0.04,"$9,005.00",3.35,Los Angeles,Mandarin,536,7663,4,Foodies,2021-09-19,9005.0,60.0,9,3,6.9946
263,TechCorp,Search,All Ages,30 days,Google Ads,0.12,"$13,481.00",6.44,Chicago,Mandarin,143,5377,8,Tech Enthusiasts,2021-09-20,13481.0,30.0,9,3,2.6595
264,TechCorp,Social Media,Men 18-24,45 days,Email,0.05,"$9,957.00",3.16,Houston,French,426,4894,10,Health & Wellness,2021-09-21,9957.0,45.0,9,3,8.7045
265,DataTech Solutions,Social Media,Women 25-34,45 days,Facebook,0.07,"$12,840.00",3.29,Houston,French,295,9944,9,Foodies,2021-09-22,12840.0,45.0,9,3,2.9666
266,Alpha Innovations,Display,All Ages,30 days,Website,0.07,"$18,572.00",7.1,Chicago,French,661,8775,2,Foodies,2021-09-23,18572.0,30.0,9,3,7.5328
267,NexGen Systems,Social Media,Men 18-24,15 days,Website,0.07,"$7,981.00",4.52,Houston,German,441,9476,7,Outdoor Adventurers,2021-09-24,7981.0,15.0,9,3,4.6539
268,TechCorp,Search,Women 25-34,30 days,Google Ads,0.03,"$13,134.00",7.66,Houston,Mandarin,983,3980,4,Outdoor Adventurers,2021-09-25,13134.0,30.0,9,3,24.6985
269,Alpha Innovations,Email,Women 25-34,45 days,Email,0.09,"$17,232.00",3.77,Houston,French,354,9225,3,Health & Wellness,2021-09-26,17232.0,45.0,9,3,3.8374
270,Alpha Innovations,Social Media,Men 18-24,45 days,Google Ads,0.03,"$18,883.00",3.54,New York,Mandarin,570,9730,9,Fashionistas,2021-09-27,18883.0,45.0,9,3,5.8582
271,Innovate Industries,Display,Men 25-34,15 days,Instagram,0.03,"$14,168.00",3.39,New York,English,676,4287,1,Health & Wellness,2021-09-28,14168.0,15.0,9,3,15.7686
272,Innovate Industries,Search,Men 25-34,30 days,Email,0.09,"$8,078.00",4.65,Miami,Spanish,741,5040,2,Foodies,2021-09-29,8078.0,30.0,9,3,14.7024
273,TechCorp,Search,Women 35-44,15 days,Instagram,0.06,"$19,023.00",7.62,Los Angeles,German,274,4451,7,Tech Enthusiasts,2021-09-30,19023.0,15.0,9,3,6.1559
274,DataTech Solutions,Social Media,All Ages,45 days,Facebook,0.08,"$12,970.00",7.25,Los Angeles,French,860,6750,6,Foodies,2021-10-01,12970.0,45.0,10,4,12.7407
275,Alpha Innovations,Influencer,Women 35-44,60 days,Email,0.06,"$8,786.00",7.56,Houston,Mandarin,397,6102,8,Foodies,2021-10-02,8786.0,60.0,10,4,6.5061
276,NexGen Systems,Influencer,All Ages,60 days,Google Ads,0.07,"$14,623.00",3.05,Los Angeles,English,449,7339,1,Fashionistas,2021-10-03,14623.0,60.0,10,4,6.118
277,DataTech Solutions,Email,Men 25-34,15 days,Instagram,0.08,"$6,326.00",5.2,Miami,French,461,7818,2,Health & Wellness,2021-10-04,6326.0,15.0,10,4,5.8966
278,DataTech Solutions,Email,All Ages,30 days,Website,0.03,"$18,728.00",5.48,Houston,Mandarin,831,9026,10,Health & Wellness,2021-10-05,18728.0,30.0,10,4,9.2067
279,DataTech Solutions,Email,Men 18-24,30 days,Email,0.14,"$12,494.00",7.56,Miami,German,631,9863,10,Fashionistas,2021-10-06,12494.0,30.0,10,4,6.3976
280,NexGen Systems,Display,Men 25-34,60 days,Instagram,0.02,"$11,640.00",6.62,Los Angeles,German,560,1229,8,Health & Wellness,2021-10-07,11640.0,60.0,10,4,45.5655
281,NexGen Systems,Search,Women 25-34,60 days,Instagram,0.01,"$8,340.00",3.9,Houston,Mandarin,570,8066,5,Health & Wellness,2021-10-08,8340.0,60.0,10,4,7.0667
282,Alpha Innovations,Display,Women 25-34,60 days,Email,0.11,"$10,909.00",6.21,Los Angeles,French,921,2726,2,Outdoor Adventurers,2021-10-09,10909.0,60.0,10,4,33.7858
283,DataTech Solutions,Email,All Ages,60 days,Youtube,0.05,"$12,008.00",3.01,New York,Mandarin,262,8773,5,Tech Enthusiasts,2021-10-10,12008.0,60.0,10,4,2.9864
284,NexGen Systems,Email,Women 25-34,45 days,Instagram,0.15,"$15,178.00",7.68,Chicago,English,294,9365,4,Health & Wellness,2021-10-11,15178.0,45.0,10,4,3.1393
285,Innovate Industries,Search,Women 35-44,30 days,Youtube,0.02,"$8,493.00",6.92,Houston,Spanish,257,7802,1,Health & Wellness,2021-10-12,8493.0,30.0,10,4,3.294
286,TechCorp,Email,Women 35-44,45 days,Youtube,0.06,"$11,813.00",6.03,Miami,German,441,6520,6,Fashionistas,2021-10-13,11813.0,45.0,10,4,6.7638
287,Alpha Innovations,Influencer,All Ages,45 days,Instagram,0.14,"$11,491.00",7.08,Chicago,Spanish,433,8276,7,Outdoor Adventurers,2021-10-14,11491.0,45.0,10,4,5.232
288,Innovate Industries,Email,Men 18-24,60 days,Google Ads,0.05,"$13,976.00",5.28,Chicago,German,554,8163,4,Outdoor Adventurers,2021-10-15,13976.0,60.0,10,4,6.7867
